nbId,Taille(cm),Poids(kg)
1663,172,52.5
1664,180,53.5
1665,172,59.5
1666,176,51.5
1667,173,65.5
1668,168,64.0
1669,176,63.5
1670,167,49.0
1671,168,53.0
1672,170,57.5
1673,177,61.5
1674,173,60.0
1675,176,49.5
1676,177,58.0
1677,182,55.5
1678,176,62.5
1679,166,58.0
1680,163,50.5
1681,169,55.0
1682,167,63.0
1683,168,53.0
1684,174,62.5
1685,172,55.5
1686,181,53.0
1687,168,57.0
1688,180,52.0
1689,164,57.5
1690,177,59.5
1691,169,54.0
1692,172,62.5
1693,181,59.0
1694,171,58.0
1695,178,62.5
1696,176,59.0
1697,169,60.5
1698,176,56.5
1699,169,51.5
1700,161,53.0
1701,176,63.0
1702,176,57.0
1703,171,59.0
1704,177,61.0
1705,177,65.0
1706,168,64.5
1707,175,63.5
1708,171,60.0
1709,172,63.0
1710,175,56.0
1711,166,60.0
1712,168,48.5
1713,173,61.0
1714,170,59.5
1715,172,55.5
1716,169,61.5
1717,177,54.0
1718,174,53.5
1719,167,52.5
1720,174,47.5
1721,168,56.0
1722,169,63.0
1723,174,60.0
1724,175,53.0
1725,173,64.5
1726,168,59.0
1727,163,43.0
1728,170,54.5
1729,167,55.0
1730,173,60.5
1731,172,58.0
1732,169,56.0
1733,180,62.0
1734,173,52.0
1735,170,53.5
1736,180,55.5
1737,175,66.0
1738,175,58.5
1739,170,50.0
1740,165,57.5
1741,182,64.0
1742,171,62.5
1743,175,60.0
1744,169,57.5
1745,172,66.5
1746,175,64.5
1747,168,57.5
1748,174,55.0
1749,170,53.0
1750,181,63.0
1751,168,52.5
1752,169,52.5
1753,171,53.0
1754,173,63.0
1755,177,49.0
1756,171,60.5
1757,173,58.0
1758,177,58.5
1759,173,52.5
1760,172,56.5
1761,177,62.0
1762,184,55.5
1763,173,57.5
1764,172,54.5
1765,175,64.5
1766,168,59.0
1767,167,59.5
1768,176,58.5
1769,164,51.0
1770,174,60.0
1771,173,61.0
1772,166,58.0
1773,170,52.0
1774,176,62.5
1775,181,63.5
1776,178,57.0
1777,177,61.0
1778,182,62.0
1779,181,56.0
1780,172,59.0
1781,179,68.0
1782,174,52.5
1783,164,49.5
1784,164,49.5
1785,170,51.0
1786,174,59.0
1787,171,62.0
1788,172,50.5
1789,169,54.0
1790,171,54.5
1791,173,56.5
1792,166,53.5
1793,176,64.5
1794,171,55.5
1795,175,52.5
1796,173,62.0
1797,179,54.5
1798,173,55.0
1799,169,60.5
1800,168,58.0
1801,180,63.0
1802,173,63.5
1803,173,56.5
1804,172,62.0
1805,180,62.0
1806,174,59.0
1807,167,51.5
1808,170,58.0
1809,176,53.5
1810,173,57.5
1811,175,56.0
1812,165,55.0
1813,174,54.0
1814,172,52.5
1815,170,59.5
1816,169,50.0
1817,174,58.5
1818,177,64.0
1819,169,55.0
1820,177,61.0
1821,168,52.5
1822,167,53.5
1823,175,57.5
1824,181,62.0
1825,177,69.0
1826,174,58.5
1827,165,51.5
1828,164,48.0
1829,176,61.0
1830,169,60.0
1831,176,61.0
1832,172,66.5
1833,180,59.5
1834,175,60.5
1835,169,63.5
1836,177,65.5
1837,177,58.5
1838,170,62.5
1839,174,57.0
1840,167,58.5
1841,179,58.5
1842,168,47.5
1843,169,57.0
1844,166,58.0
1845,172,56.0
1846,173,50.5
1847,171,52.0
1848,177,62.5
1849,168,57.0
1850,175,64.0
1851,177,59.5
1852,180,63.5
1853,171,63.0
1854,171,53.0
1855,171,50.0
1856,172,58.5
1857,178,61.5
1858,168,49.0
1859,184,66.5
1860,170,58.0
1861,171,60.5
1862,176,56.5
1863,182,56.0
1864,177,57.0
1865,173,53.0
1866,180,56.5
1867,177,60.5
1868,172,56.5
1869,178,62.5
1870,171,51.0
1871,167,53.5
1872,171,48.5
1873,174,58.0
1874,168,54.0
1875,181,59.0
1876,171,57.5
1877,173,54.5
1878,180,67.0
1879,173,56.0
1880,177,56.5
1881,176,58.5
1882,172,60.5
1883,181,61.0
1884,165,52.5
1885,169,52.0
1886,168,57.5
1887,174,55.0
1888,173,62.5
1889,182,59.0
1890,180,67.5
1891,175,60.0
1892,172,56.5
1893,171,56.5
1894,191,66.5
1895,178,61.5
1896,178,55.0
1897,172,59.5
1898,166,61.5
1899,181,64.0
1900,161,48.5
1901,177,63.5
1902,171,63.5
1903,168,56.5
1904,167,61.0
1905,173,61.5
1906,176,60.5
1907,176,52.0
1908,170,65.5
1909,174,58.0
1910,173,52.0
1911,169,54.0
1912,171,54.0
1913,169,52.0
1914,173,53.0
1915,178,63.0
1916,176,64.5
1917,178,53.0
1918,168,62.0
1919,175,59.5
1920,170,56.5
1921,177,64.0
1922,173,57.0
1923,176,68.5
1924,181,53.5
1925,170,52.0
1926,172,54.0
1927,180,58.5
1928,176,57.5
1929,173,60.5
1930,171,60.5
1931,171,59.0
1932,172,50.0
1933,174,59.5
1934,178,65.0
1935,177,62.0
1936,175,64.5
1937,174,56.0
1938,168,55.0
1939,173,51.0
1940,168,55.0
1941,179,56.5
1942,168,57.0
1943,171,55.0
1944,178,63.5
1945,169,62.0
1946,167,56.5
1947,185,68.0
1948,166,49.0
1949,175,58.5
1950,176,60.5
1951,171,57.0
1952,173,59.5
1953,177,69.0
1954,164,52.0
1955,176,63.5
1956,173,58.0
1957,178,63.0
1958,179,59.5
1959,170,61.0
1960,174,47.5
1961,172,51.5
1962,176,53.0
1963,164,49.5
1964,182,57.5
1965,178,66.5
1966,173,57.5
1967,166,55.5
1968,173,58.0
1969,168,56.5
1970,167,56.0
1971,167,48.5
1972,180,50.5
1973,176,59.0
1974,178,60.0
1975,185,57.0
1976,174,51.5
1977,169,56.0
1978,183,55.5
1979,177,63.0
1980,165,55.5
1981,171,57.5
1982,172,59.5
1983,178,65.5
1984,168,60.5
1985,166,50.0
1986,174,60.5
1987,163,56.0
1988,179,54.5
1989,178,56.0
1990,173,55.5
1991,173,57.0
1992,170,53.0
1993,175,65.0
1994,179,52.0
1995,167,50.5
1996,176,64.5
1997,182,57.5
1998,171,67.5
1999,176,60.0
2000,175,57.5
2001,175,57.0
2002,174,59.0
2003,174,56.0
2004,172,59.0
2005,177,63.0
2006,175,59.5
2007,168,51.5
2008,171,63.5
2009,185,67.5
2010,163,41.0
2011,173,56.0
2012,174,60.0
2013,180,59.5
2014,166,53.0
2015,167,49.5
2016,166,58.5
2017,168,52.0
2018,167,62.0
2019,177,65.5
2020,168,49.0
2021,173,55.5
2022,168,56.0
2023,181,60.5
2024,183,72.0
2025,175,67.5
2026,171,54.5
2027,178,50.0
2028,175,62.5
2029,172,60.0
2030,171,62.0
2031,179,62.5
2032,174,61.0
2033,170,54.0
2034,177,65.5
2035,173,58.5
2036,174,57.0
2037,176,55.0
2038,172,57.0
2039,177,64.0
2040,169,64.0
2041,169,53.0
2042,173,59.5
2043,174,61.0
2044,174,60.5
2045,180,62.5
2046,177,59.0
2047,165,49.5
2048,182,65.0
2049,167,46.0
2050,169,51.0
2051,179,59.5
2052,168,59.5
2053,164,50.5
2054,162,50.5
2055,166,58.0
2056,167,49.0
2057,169,52.0
2058,171,51.0
2059,168,58.0
2060,168,54.0
2061,172,56.5
2062,175,57.0
2063,169,50.5
2064,165,58.0
2065,176,56.5
2066,171,56.0
2067,177,53.5
2068,169,55.0
2069,168,55.0
2070,178,66.5
2071,169,57.0
2072,172,58.0
2073,172,59.0
2074,172,55.0
2075,181,71.5
2076,175,58.0
2077,179,57.5
2078,180,64.0
2079,174,63.5
2080,169,60.0
2081,168,52.5
2082,173,55.0
2083,185,67.0
2084,178,63.0
2085,169,55.0
2086,176,57.0
2087,179,61.5
2088,165,49.0
2089,179,56.0
2090,176,59.5
2091,166,50.0
2092,170,45.5
2093,164,48.5
2094,168,55.0
2095,181,59.0
2096,170,60.0
2097,180,60.0
2098,169,53.5
2099,164,43.0
2100,169,57.0
2101,169,57.0
2102,169,53.5
2103,170,59.5
2104,174,58.0
2105,161,53.5
2106,172,58.5
2107,166,53.0
2108,170,66.5
2109,172,54.5
2110,170,62.0
2111,173,59.0
2112,179,61.0
2113,176,57.5
2114,173,64.5
2115,172,55.0
2116,175,50.5
2117,169,59.0
2118,172,63.0
2119,172,56.5
2120,174,64.0
2121,180,68.0
2122,173,54.0
2123,169,54.0
2124,181,61.0
2125,174,60.5
2126,180,67.0
2127,175,53.5
2128,171,55.5
2129,175,57.0
2130,179,65.0
2131,169,57.5
2132,173,51.5
2133,175,59.5
2134,178,58.5
2135,178,71.5
2136,169,57.0
2137,165,48.0
2138,179,59.0
2139,174,69.0
2140,167,65.5
2141,179,62.0
2142,165,53.5
2143,163,52.0
2144,168,52.0
2145,171,55.5
2146,178,68.0
2147,171,55.5
2148,170,52.5
2149,171,60.5
2150,169,64.0
2151,173,59.5
2152,174,65.0
2153,174,62.5
2154,180,55.0
2155,169,47.5
2156,168,54.5
2157,168,53.0
2158,166,58.0
2159,180,58.5
2160,163,60.0
2161,170,62.0
2162,170,52.0
2163,162,53.5
2164,170,55.0
2165,171,53.5
2166,170,62.5
2167,178,60.5
2168,169,52.0
2169,176,62.0
2170,169,57.0
2171,172,55.0
2172,174,56.0
2173,170,49.0
2174,168,53.0
2175,176,57.5
2176,167,52.5
2177,177,65.0
2178,164,51.5
2179,167,60.0
2180,165,57.0
2181,168,52.5
2182,174,63.0
2183,171,55.0
2184,169,64.0
2185,167,58.0
2186,173,60.0
2187,159,59.0
2188,168,58.5
2189,167,54.0
2190,168,48.0
2191,165,56.5
2192,170,64.5
2193,173,56.0
2194,175,53.5
2195,169,56.0
2196,181,56.5
2197,171,53.5
2198,169,61.0
2199,171,60.0
2200,176,56.0
2201,174,62.0
2202,170,59.0
2203,174,55.5
2204,179,56.5
2205,166,50.0
2206,166,49.5
2207,167,59.0
2208,177,63.5
2209,169,62.5
2210,173,64.0
2211,180,62.0
2212,174,55.0
2213,177,64.0
2214,166,62.0
2215,183,71.0
2216,178,62.0
2217,166,55.0
2218,176,55.5
2219,168,59.5
2220,174,58.0
2221,178,61.5
2222,172,58.5
2223,176,61.0
2224,177,59.0
2225,167,58.0
2226,178,61.0
2227,174,63.0
2228,172,66.0
2229,173,51.5
2230,165,54.0
2231,166,59.0
2232,172,60.5
2233,175,63.5
2234,171,53.0
2235,167,53.0
2236,174,64.0
2237,169,62.5
2238,159,54.5
2239,166,51.0
2240,178,63.5
2241,166,59.0
2242,182,64.5
2243,176,61.0
2244,175,56.0
2245,169,54.0
2246,169,61.0
2247,165,52.5
2248,177,61.5
2249,176,52.5
2250,170,55.0
2251,179,61.0
2252,176,65.0
2253,171,54.5
2254,171,56.5
2255,176,58.0
2256,163,51.0
2257,176,62.5
2258,175,54.5
2259,165,42.5
2260,169,62.0
2261,171,56.5
2262,167,57.5
2263,178,58.0
2264,168,59.5
2265,169,63.0
2266,165,53.0
2267,170,53.5
2268,163,58.0
2269,163,51.5
2270,170,51.5
2271,167,57.5
2272,175,59.5
2273,181,65.0
2274,162,56.0
2275,174,62.0
2276,176,63.5
2277,175,63.0
2278,179,61.5
2279,180,61.5
2280,183,65.5
2281,177,63.5
2282,180,62.0
2283,173,56.0
2284,172,58.0
2285,174,67.5
2286,170,58.5
2287,174,57.0
2288,164,63.5
2289,168,52.5
2290,178,59.5
2291,171,54.0
2292,178,58.0
2293,179,69.5
2294,179,58.0
2295,175,61.0
2296,175,55.0
2297,171,58.0
2298,167,48.5
2299,172,62.0
2300,170,67.5
2301,172,59.0
2302,164,48.0
2303,176,51.5
2304,176,65.0
2305,171,54.0
2306,167,53.5
2307,175,57.5
2308,173,56.5
2309,167,47.0
2310,176,59.0
2311,180,56.0
2312,169,62.5
2313,164,47.5
2314,183,58.5
2315,172,54.5
2316,175,57.5
2317,170,57.5
2318,184,59.0
2319,171,62.0
2320,178,61.5
2321,169,50.5
2322,172,51.5
2323,172,65.5
2324,169,60.5
2325,176,69.0
2326,176,55.5
2327,169,53.5
2328,170,48.0
2329,177,67.5
2330,176,46.0
2331,176,62.5
2332,172,56.0
2333,176,64.5
2334,174,58.0
2335,180,68.5
2336,173,56.5
2337,180,57.5
2338,169,63.5
2339,167,51.5
2340,170,52.5
2341,167,49.5
2342,172,60.0
2343,169,51.0
2344,169,52.5
2345,171,54.5
2346,179,58.0
2347,177,58.5
2348,175,52.5
2349,172,62.0
2350,183,62.5
2351,172,57.5
2352,168,57.0
2353,182,65.5
2354,180,62.5
2355,183,65.0
2356,172,60.0
2357,170,55.5
2358,170,48.0
2359,161,54.0
2360,169,63.0
2361,174,56.5
2362,170,53.0
2363,179,61.0
2364,168,53.5
2365,171,57.5
2366,171,55.0
2367,180,63.5
2368,174,46.5
2369,176,60.0
2370,164,54.5
2371,174,57.0
2372,177,57.0
2373,173,55.5
2374,169,61.0
2375,170,55.0
2376,177,56.0
2377,177,60.5
2378,177,54.0
2379,167,46.0
2380,180,65.0
2381,174,57.5
2382,176,64.0
2383,179,61.5
2384,175,58.5
2385,172,49.5
2386,174,62.5
2387,173,63.0
2388,172,60.0
2389,179,62.0
2390,169,58.5
2391,169,61.0
2392,177,55.5
2393,172,63.5
2394,181,63.5
2395,179,58.0
2396,188,65.0
2397,171,57.0
2398,167,46.0
2399,167,52.5
2400,177,57.5
2401,176,60.5
2402,175,52.5
2403,174,56.5
2404,170,54.0
2405,164,61.5
2406,176,60.0
2407,167,66.0
2408,170,51.0
2409,175,61.5
2410,175,55.0
2411,174,60.0
2412,173,61.5
2413,176,61.0
2414,174,64.5
2415,175,68.5
2416,170,61.0
2417,175,63.0
2418,175,60.0
2419,184,65.0
2420,169,55.5
2421,169,56.0
2422,171,54.0
2423,178,60.0
2424,166,55.5
2425,175,51.5
2426,170,59.0
2427,173,56.0
2428,180,54.5
2429,176,56.5
2430,175,59.5
2431,164,49.5
2432,174,50.5
2433,175,55.0
2434,169,58.0
2435,175,67.0
2436,167,67.5
2437,162,49.5
2438,173,54.5
2439,174,56.0
2440,169,56.5
2441,181,65.5
2442,168,61.5
2443,168,57.5
2444,167,55.0
2445,174,58.5
2446,175,61.5
2447,169,56.0
2448,173,54.5
2449,173,54.5
2450,164,56.5
2451,176,60.5
2452,172,53.5
2453,168,60.0
2454,170,51.5
2455,175,59.5
2456,175,64.0
2457,179,58.0
2458,172,56.5
2459,177,60.0
2460,176,56.5
2461,169,51.0
2462,181,66.5
2463,173,57.5
2464,177,62.0
2465,165,53.5
2466,168,65.5
2467,178,70.5
2468,171,53.0
2469,174,64.0
2470,174,53.0
2471,169,62.0
2472,181,59.5
2473,162,51.5
2474,176,61.0
2475,171,49.0
2476,170,48.5
2477,173,66.5
2478,170,52.0
2479,177,59.5
2480,171,58.0
2481,182,66.0
2482,191,70.0
2483,172,60.5
2484,163,58.0
2485,166,57.5
2486,161,41.0
2487,174,50.0
2488,168,46.0
2489,176,52.0
2490,180,57.0
2491,178,71.5
2492,165,50.5
2493,162,46.5
2494,173,59.0
2495,179,71.0
2496,174,55.5
2497,174,57.0
2498,173,57.0
2499,171,70.5
2500,175,65.0
2501,167,55.0
2502,174,56.5
2503,172,50.5
2504,177,56.5
2505,172,57.5
2506,180,64.5
2507,163,49.5
2508,169,53.0
2509,175,65.0
2510,178,56.0
2511,168,52.0
2512,175,60.0
2513,167,55.0
2514,172,54.5
2515,172,55.5
2516,178,56.0
2517,172,55.0
2518,171,56.0
2519,166,44.5
2520,175,60.5
2521,175,64.5
2522,173,53.5
2523,184,60.0
2524,162,56.5
2525,179,48.0
2526,172,60.5
2527,172,57.0
2528,176,60.0
2529,167,55.0
2530,172,55.0
2531,180,64.5
2532,180,61.5
2533,172,53.5
2534,171,56.0
2535,171,53.0
2536,172,60.5
2537,179,66.5
2538,175,62.5
2539,166,55.5
2540,175,64.0
2541,179,62.0
2542,176,58.0
2543,176,59.0
2544,178,59.5
2545,168,59.0
2546,174,57.0
2547,165,47.5
2548,163,54.5
2549,162,46.5
2550,166,56.0
2551,169,53.5
2552,165,55.5
2553,176,58.5
2554,175,51.5
2555,173,57.0
2556,178,63.5
2557,172,55.0
2558,170,52.0
2559,180,60.5
2560,168,61.5
2561,168,58.0
2562,179,64.0
2563,169,51.5
2564,168,55.0
2565,161,52.5
2566,168,59.5
2567,169,61.0
2568,170,50.5
2569,173,50.0
2570,165,48.0
2571,169,56.5
2572,170,51.5
2573,173,60.0
2574,164,53.5
2575,167,48.0
2576,175,62.0
2577,173,57.0
2578,181,57.5
2579,176,67.0
2580,172,53.5
2581,168,56.5
2582,178,57.5
2583,169,58.0
2584,174,59.0
2585,177,64.5
2586,177,61.0
2587,174,56.5
2588,178,62.5
2589,175,53.0
2590,172,56.0
2591,175,58.5
2592,182,69.0
2593,180,64.5
2594,170,52.0
2595,177,48.0
2596,169,50.5
2597,170,53.5
2598,176,62.5
2599,174,60.0
2600,168,51.0
2601,169,51.5
2602,177,56.0
2603,160,44.5
2604,172,57.0
2605,174,60.5
2606,174,65.0
2607,178,56.0
2608,170,58.0
2609,171,57.5
2610,170,55.0
2611,176,56.0
2612,182,65.5
2613,177,62.5
2614,174,49.5
2615,168,50.5
2616,175,65.5
2617,172,55.5
2618,172,58.0
2619,174,53.5
2620,174,59.0
2621,170,42.5
2622,173,55.0
2623,180,63.5
2624,172,54.5
2625,173,57.0
2626,177,58.0
2627,172,48.0
2628,174,57.5
2629,178,65.0
2630,175,50.5
2631,174,52.0
2632,175,65.0
2633,165,55.0
2634,170,62.0
2635,167,56.0
2636,178,59.0
2637,175,58.5
2638,177,61.5
2639,173,63.0
2640,172,66.5
2641,169,52.0
2642,179,66.5
2643,169,55.5
2644,173,58.0
2645,173,59.5
2646,170,57.0
2647,180,61.5
2648,172,50.0
2649,169,56.0
2650,168,52.5
2651,180,57.0
2652,154,40.0
2653,176,49.5
2654,175,57.5
2655,175,50.0
2656,174,55.0
2657,175,51.5
2658,182,65.5
2659,169,50.5
2660,176,63.0
2661,166,58.5
2662,165,55.0
2663,164,51.0
2664,168,56.0
2665,176,51.5
2666,169,51.5
2667,167,50.5
2668,172,58.0
2669,169,61.0
2670,171,60.5
2671,173,58.5
2672,177,64.0
2673,167,55.5
2674,169,60.5
2675,174,55.5
2676,171,67.5
2677,173,62.0
2678,167,50.5
2679,172,49.0
2680,185,62.0
2681,168,58.5
2682,177,55.0
2683,170,52.5
2684,171,53.5
2685,172,56.0
2686,181,60.5
2687,176,55.5
2688,179,61.0
2689,166,61.0
2690,181,63.0
2691,177,56.5
2692,170,58.5
2693,172,63.0
2694,170,55.0
2695,172,67.5
2696,180,56.5
2697,170,55.0
2698,179,60.5
2699,177,62.0
2700,176,71.0
2701,177,67.0
2702,176,64.5
2703,175,55.5
2704,169,58.0
2705,181,55.0
2706,186,69.0
2707,181,62.5
2708,163,46.5
2709,178,55.5
2710,170,48.0
2711,174,51.5
2712,174,61.0
2713,175,63.0
2714,169,50.0
2715,169,49.0
2716,179,66.5
2717,173,61.0
2718,170,62.0
2719,178,57.0
2720,176,59.5
2721,172,54.5
2722,159,47.5
2723,171,53.0
2724,167,53.0
2725,177,55.5
2726,180,68.0
2727,171,50.5
2728,172,55.5
2729,177,66.0
2730,169,63.5
2731,171,54.5
2732,170,54.5
2733,177,65.0
2734,174,64.5
2735,173,52.0
2736,177,73.0
2737,177,60.5
2738,180,62.5
2739,172,58.5
2740,175,63.5
2741,179,57.5
2742,170,63.5
2743,169,53.5
2744,164,49.5
2745,172,61.5
2746,183,64.5
2747,170,61.0
2748,164,51.5
2749,176,62.0
2750,172,64.5
2751,179,60.0
2752,170,61.5
2753,173,57.5
2754,176,64.5
2755,168,52.0
2756,175,65.0
2757,173,49.5
2758,177,56.0
2759,179,63.5
2760,174,54.0
2761,170,55.5
2762,170,56.5
2763,174,51.0
2764,171,50.5
2765,170,49.5
2766,184,63.0
2767,173,57.0
2768,175,59.0
2769,169,53.5
2770,173,60.5
2771,159,54.5
2772,180,63.5
2773,174,57.0
2774,178,69.0
2775,174,54.5
2776,175,54.0
2777,171,60.5
2778,171,60.5
2779,161,58.5
2780,173,55.0
2781,174,59.5
2782,174,61.0
2783,167,62.5
2784,166,58.5
2785,181,63.5
2786,178,58.5
2787,171,55.5
2788,179,52.0
2789,173,61.5
2790,171,61.5
2791,164,42.5
2792,170,63.5
2793,168,56.0
2794,171,58.5
2795,177,67.0
2796,164,54.5
2797,162,44.0
2798,172,52.0
2799,170,47.0
2800,174,64.0
2801,173,53.5
2802,180,66.5
2803,174,60.5
2804,176,54.0
2805,182,68.5
2806,180,55.5
2807,177,66.5
2808,176,58.5
2809,169,58.5
2810,171,63.0
2811,175,57.5
2812,169,61.0
2813,178,64.5
2814,180,62.5
2815,175,53.5
2816,167,54.0
2817,180,66.5
2818,174,61.0
2819,162,44.0
2820,169,55.5
2821,176,59.0
2822,182,67.5
2823,172,58.5
2824,168,53.0
2825,166,51.0
2826,174,59.0
2827,176,55.0
2828,174,50.0
2829,172,55.0
2830,170,55.5
2831,168,57.5
2832,168,63.5
2833,166,50.5
2834,173,56.0
2835,176,61.5
2836,169,57.0
2837,176,65.0
2838,178,55.5
2839,176,65.0
2840,170,61.0
2841,165,57.0
2842,178,59.0
2843,174,59.0
2844,169,55.5
2845,173,53.0
2846,175,58.5
2847,166,49.0
2848,173,59.5
2849,172,59.5
2850,178,61.0
2851,172,51.0
2852,168,51.5
2853,174,58.5
2854,177,62.0
2855,176,59.0
2856,176,58.0
2857,178,63.5
2858,177,60.0
2859,167,52.5
2860,173,54.0
2861,183,61.5
2862,171,51.5
2863,173,53.5
2864,176,59.0
2865,172,56.0
2866,177,64.0
2867,161,47.5
2868,170,55.5
2869,175,61.0
2870,175,54.5
2871,166,57.5
2872,166,54.0
2873,172,45.5
2874,170,55.0
2875,167,49.0
2876,174,59.0
2877,172,57.0
2878,172,59.5
2879,170,58.0
2880,174,61.5
2881,179,64.0
2882,167,61.0
2883,174,61.5
2884,172,57.0
2885,167,56.0
2886,165,53.5
2887,164,54.0
2888,170,62.0
2889,173,58.5
2890,166,53.0
2891,177,60.5
2892,179,57.5
2893,167,53.5
2894,165,55.0
2895,168,60.0
2896,177,57.0
2897,177,58.5
2898,172,62.0
2899,178,60.5
2900,178,59.0
2901,172,57.0
2902,176,63.5
2903,173,60.0
2904,174,54.0
2905,163,55.5
2906,168,57.5
2907,170,51.5
2908,170,55.0
2909,177,66.5
2910,174,51.5
2911,167,50.0
2912,171,56.5
2913,173,58.5
2914,169,53.0
2915,177,65.5
2916,168,56.0
2917,173,61.5
2918,168,57.5
2919,179,61.0
2920,171,50.5
2921,173,55.5
2922,180,61.0
2923,169,58.0
2924,167,56.5
2925,172,51.0
2926,172,58.5
2927,165,51.5
2928,166,58.5
2929,174,59.5
2930,173,57.5
2931,174,62.0
2932,171,56.0
2933,180,56.5
2934,179,66.0
2935,172,57.0
2936,175,58.5
2937,169,56.0
2938,174,56.0
2939,170,47.0
2940,174,55.0
2941,174,47.5
2942,172,54.5
2943,173,60.5
2944,163,54.0
2945,173,58.5
2946,172,57.0
2947,173,54.5
2948,167,50.0
2949,171,62.5
2950,177,56.5
2951,170,53.0
2952,171,58.0
2953,168,55.0
2954,167,57.5
2955,169,48.0
2956,182,68.0
2957,174,58.0
2958,167,56.0
2959,175,54.0
2960,168,56.5
2961,172,54.5
2962,177,61.5
2963,176,58.5
2964,173,53.0
2965,171,53.0
2966,168,51.5
2967,174,55.0
2968,160,46.5
2969,166,49.5
2970,178,62.0
2971,175,56.5
2972,168,60.5
2973,171,62.5
2974,168,58.0
2975,176,64.0
2976,173,62.0
2977,182,65.5
2978,169,58.5
2979,174,58.0
2980,177,61.0
2981,175,67.5
2982,166,53.5
2983,175,67.0
2984,173,52.5
2985,179,60.0
2986,166,56.0
2987,177,61.0
2988,179,62.5
2989,173,58.5
2990,171,60.5
2991,177,59.5
2992,170,51.0
2993,170,53.5
2994,173,57.5
2995,179,57.0
2996,174,57.5
2997,169,54.0
2998,171,55.5
2999,176,61.5
3000,174,62.0
3001,179,65.0
3002,179,66.0
3003,177,60.5
3004,177,60.0
3005,173,57.5
3006,169,54.5
3007,180,57.5
3008,167,54.0
3009,170,59.5
3010,180,69.0
3011,173,67.0
3012,170,54.5
3013,176,55.0
3014,174,60.0
3015,167,48.0
3016,166,57.0
3017,163,60.0
3018,179,53.0
3019,173,64.5
3020,172,59.0
3021,172,54.5
3022,174,58.5
3023,167,54.0
3024,176,62.5
3025,173,55.5
3026,172,59.0
3027,170,58.0
3028,179,66.5
3029,169,50.5
3030,175,63.0
3031,176,54.5
3032,181,58.0
3033,173,48.5
3034,167,51.5
3035,162,48.5
3036,176,56.5
3037,170,57.0
3038,168,56.0
3039,170,50.0
3040,175,58.5
3041,168,49.0
3042,172,62.5
3043,169,55.0
3044,181,60.5
3045,174,60.0
3046,168,56.0
3047,182,67.5
3048,165,56.5
3049,176,68.0
3050,162,51.5
3051,167,54.0
3052,178,69.0
3053,177,55.5
3054,169,57.5
3055,181,67.0
3056,164,51.0
3057,178,62.5
3058,164,49.0
3059,171,56.5
3060,176,60.5
3061,174,64.5
3062,170,57.0
3063,174,60.0
3064,171,58.0
3065,176,55.0
3066,166,59.0
3067,166,53.5
3068,170,55.0
3069,177,53.5
3070,171,53.5
3071,164,56.5
3072,175,48.5
3073,180,56.5
3074,174,58.5
3075,173,51.5
3076,166,57.0
3077,175,55.0
3078,177,57.0
3079,177,60.5
3080,169,60.0
3081,164,53.5
3082,176,59.5
3083,172,58.0
3084,172,49.0
3085,172,61.0
3086,173,56.0
3087,183,64.5
3088,170,52.0
3089,181,59.5
3090,160,50.5
3091,178,59.5
3092,172,50.0
3093,161,51.5
3094,182,53.5
3095,174,63.5
3096,163,55.5
3097,175,63.5
3098,172,59.0
3099,168,55.5
3100,163,48.5
3101,166,51.5
3102,166,43.0
3103,172,54.5
3104,164,59.5
3105,173,51.5
3106,178,58.5
3107,171,60.0
3108,171,53.5
3109,177,59.0
3110,177,62.0
3111,173,54.5
3112,173,58.0
3113,164,51.5
3114,172,53.5
3115,175,66.0
3116,166,56.0
3117,168,52.5
3118,171,51.5
3119,175,55.5
3120,169,60.0
3121,170,53.0
3122,175,67.5
3123,178,61.0
3124,182,69.0
3125,169,58.0
3126,166,50.0
3127,172,57.0
3128,172,51.5
3129,174,57.0
3130,177,57.0
3131,174,56.0
3132,173,59.5
3133,166,60.5
3134,174,53.5
3135,178,61.0
3136,169,57.0
3137,175,52.0
3138,177,65.5
3139,165,60.0
3140,167,49.0
3141,167,63.5
3142,173,55.0
3143,167,57.0
3144,166,57.5
3145,170,61.5
3146,162,48.0
3147,178,66.5
3148,176,48.0
3149,166,53.5
3150,171,49.0
3151,177,54.5
3152,166,53.0
3153,168,56.5
3154,170,53.5
3155,167,58.5
3156,180,61.0
3157,176,61.5
3158,182,62.0
3159,161,47.5
3160,177,54.5
3161,170,53.5
3162,170,55.5
3163,183,71.0
3164,163,53.0
3165,176,58.5
3166,173,58.5
3167,172,59.5
3168,179,62.0
3169,166,50.5
3170,172,52.5
3171,170,60.0
3172,173,62.5
3173,171,56.0
3174,179,67.5
3175,174,56.0
3176,174,62.5
3177,173,55.5
3178,167,54.5
3179,173,55.0
3180,171,60.5
3181,171,55.0
3182,168,55.5
3183,176,61.5
3184,167,61.0
3185,171,53.5
3186,173,58.5
3187,174,55.5
3188,172,65.0
3189,172,58.0
3190,171,48.5
3191,182,66.0
3192,165,56.0
3193,171,52.5
3194,176,59.5
3195,170,50.5
3196,174,60.5
3197,173,65.0
3198,174,64.5
3199,183,63.0
3200,172,66.0
3201,175,60.5
3202,173,48.0
3203,168,53.0
3204,171,61.0
3205,173,64.5
3206,174,60.0
3207,174,62.0
3208,175,65.5
3209,175,65.0
3210,173,58.0
3211,171,57.0
3212,177,57.5
3213,176,58.0
3214,172,57.5
3215,169,48.5
